,claims,evidences,label,date
179,"From the early hours of 13th August 2021, a day after the General Elections, various platforms published what they claimed were official results from polling stations and other tallying centres. Some presidential candidates even went on to concede defeat, before the official results were announced, and endorsed United Party for National Development (UPND) candidate , Hakainde Hichilema whom they claimed had won resoundingly. Those who conceded defeat and endorsed the alleged victory of Mr Hichilema include Sean Tembo of the Patriots for Economic Progress (PeP), Fred M’membe of the Socialist Party, and Dr Nevers Mumba of the New Hope Movement for Multiparty Democracy. On 13th August,2021, Patriots for Economic Progress, an aspiring political party in Zambia, published an article on their online social media platform announcing that they conceded defeat in the Presidential race realizing that the race was between two political parties, namely Patriotic Front and the United Party for National Development. The Patriots for Economic Progress further alleged that based on the results that have been announced so far, it appeared inevitable that Mr. Hakainde Hichilema of the UPND would win the presidency in this election.","The claims relating to the outcome of the results are inconclusive. By the end of day on 13th August, the ECZ had not yet announced any official results for the presidential elections. Only some local government and parliamentary election results had been announced. The first batch of official results were only announced in the early hours of 14th August 2021. Only the Electoral Commission of Zambia is mandated to announce the results, and they have so far not declared any winner of the Presidential elections. On the 13th of August 2021, during an engagement with stakeholders at the Results Centre, ECZ Chief Electoral Officer Kryticous Nshindano censured political parties and other stakeholders from announcing results that had not been certified by the Commission and reiterated that they are the only official body that can disseminate election results to the public. The Commission also advised the public not to publish any information about the election result for that act is illegal. All official election results announced by the ECZ are available on https://zambiaelections2021.org.zm/. The iVerify team has been following the ECZ updates concerning the time they would announce the results that have been compiled and totaled from different polling stations. The first update was scheduled at 10hrs on the 13th August, however, it was cancelled as the Electoral Commission of Zambia advised the Nation that they did not have most of the verified results from the polling stations and instead rescheduled the update for 15hrs, contrary to what the Patriots for Economic Progress claimed. Furthermore, the iVerify team tuned in to the national broadcasting television (ZNBC) to follow the proceedings on the updates of the results, yet, the Electoral Commission of Zambia was unable to announce the results due to the objection that was made by the UPND Election Campaign Chairman Mr. Garry NKombo and the Heritage Party representative.",Unproven,"Aug, 14 2021"
180,"On 12th August 2021, Patriotic Front (PF) Media Director Antonio Mwanza claimed on his Facebook page that United Party for National Development (UPND) cadres murdered PF Chairperson for Northwestern Province Jackson Kungo. Mr. Mwanza said Mr. Jackson Kungo was murdered by UPND cadres who descended on him at a polling station in Solwezi as he took voter registers to the PF polling agents at the polling station. He added that all political parties are required by ECZ to buy and provide voter registers to their polling agents.","The fact checking process has established as inconclusive the claim by Mr. Mwanza that PF North Western Provincial Chairperson Mr. Jackson Kungo had been murdered by UPND cadres. While the death of Mr. Kungo was confirmed by the Police and other stakeholders, the fact checking process could not find any verifiable evidence that Mr Kungo was killed by UPND cadres and that he was delivering voter registers. In a statement on 12th August 2021, President Edgar Chagwa Lungu confirmed that PF Chairman Jackson Kungo died in the afternoon of 12th August 2021. The PF said at the time of his attack, Mr Kungo had been sent to distribute voter registers to the PF monitors at Kyawama polling station in Solwezi. However, contrary to that statement, the Northwestern Province Police Commissioner stated that Mr. Kungo went to vote at Kyawama polling station when it was suspected that he was carrying pre-marked ballot papers, before the residents pounced on him. A call with a polling monitor further disputes this allegation by the police that Mr Kungo was set to vote at Kyawama polling station as he was not registered to vote from there. There are therefor three different versions of Mr. Kungo’s presence at the polling station. iVerify cannot confirm that the group of voters are UPND cadres or affiliated to UPND or any other political party because there is no proof that the alleged mob was dressed in UPND regalia nor identified themselves as such. An analysis carried out by iVerify shows that one of the polling day offences by the Electoral Commission of Zambia (ECZ) includes putting up a political notice or sign or being clad in political regalia within a radius of 100 meters of a polling station during polling day. It would therefore render it difficult or close to impossible to have an individual in political regalia at a polling station. To confirm this, iVerify made a call to a polling assistant at Kyawama polling station who confirmed that no voter was allowed entry into the polling station whilst clad in or being in possession of political regalia or sign, conclusively disqualifying any claims of political identification.",Unproven,"Aug, 13 2021"
181,"On 12th August, 2021, the Zambian Observer online news website published a report claiming that voters at Airport Community School Polling Station in Choma Central Constituency stoned an Electoral Commission of Zambia (ECZ) officer following unverified information that she was in possession of pre-marked ballot papers on polling day. The publication claimed that when contacted, the Choma District Electoral Officer, Mr. Mangwato Chembo, stated that the allegations by the electorate were not as alarming and referred to the situation at the polling station as stable. The publication stated that Mr. Chembo had also commended the professional manner in which officers from the Zambia Police and the ECZ officials had handled the situation.","The Fact-Checking process has determined as false the claim that an Electoral Commission of Zambia official was in the possession of pre-marked ballot papers. In a phone call with the iVerify Fact-Checking team, Albert Mwiinga, the station manager for Byta FM radio station, mentioned that the ECZ polling assistant was using a biometric voter verification machine; denying the claim that he had any pre-marked ballot papers. Mr. Mwiinga also referred to a conversation he had on the subject with the District Electoral Officer, the Choma Town Clerk, Mr. Mangwato Chembo who confirmed that at the time of the attack, the ECZ polling assistant was using a biometric voter verification machine instead of a manual verification register to verify voter details, which had resulted in suspicion by voters who saw it as a way of trying to manipulate the votes.",False,"Aug, 13 2021"
182,"Zam Viral Facebook page posted a video on 12th August 2021, claiming that a Patriotic Front cadre was caught at Kabulonga Secondary School Polling Station in Lusaka. The video showed a man wearing a grey and white striped golf T-shirt and upon removing it, he was left wearing political party regalia. This caused alarm among the polling agents as no one is allowed to wear political party regalia or anything symbolizing a political party at a polling station.","The Fact-Checking Team has determined as true the claim by Zam Viral that a suspected Patriotic Front cadre was caught wearing political party regalia at a polling station, in contravention of ECZ guidelines. To verify this claim, the iVerify Team team contacted the polling agents and spoke to some voters who were at Kabulonga Secondary School Polling Station in Lusaka, and a number of them confirmed the incident. According to one of the polling agents and voters, a man who wearing political party regalia representing the Patriotic Front regalia was inside the polling station before it opened. According to the videos by various social media platforms such as Kalemba and Zam Viral, the man who identified himself as Evans Katebe is seen after removing his Grey and White striped Golf T-shirt wearing Patriotic Front regalia. One of the men wearing an outfit of the ECZ polling assistants said that the man was not part of the team monitoring the elections at Kabulonga Secondary School polling station. The man did not provide an identity card and claimed that he made a mistake. The other polling agents who seemed uncomfortable with the man’s presence interviewed him and he failed to specify why he was in the polling station, and what he was doing at the polling station. According to the ECZ polling guidelines, no one is allowed to wear political party regalia or anything symbolizing a political party at a polling station. The Deputy National Spokesperson of Zambia Police, Mr. Danny Mwale said the Zambia Police have not yet received any report concerning this incident.",True,"Aug, 13 2021"
183,"On election day, Diamond TV reported that a car allegedly carrying pre-marked ballot papers had been stoned and overturned by members of the public at Kyawama polling station. The article specifies that a Toyota corolla registration number ACT 3276 was damaged following the alarm that it was carrying pre-marked ballot papers, stirring confusion in the respective district in North-Western province.","The process of fact checking has determined as true the report that a Toyota Corolla registration number ACT3276 was stoned and overturned by members of the public who suspected it was carrying pre-marked ballot papers next to Kyawama polling station in Solwezi. However, the fact checking process has determined as inconclusive the claim relating to the pre-marked ballot papers. While there is a video showing the Toyota Corolla registration number ACT 3276 being stoned by some members of the public at Kyawama polling station in Solwezi, the video does not show any pre-marked ballot papers in the vehicle. iVerify spoke to a polling agent at Kyawama who confirmed that the incident took place, and the vehicle was indeed damaged. While indicating that he, together with other voters could confirm that the vehicle did have pre-marked ballot papers, the agent and other sources contacted were unable to provide substantial evidence. The Police Commissioner of North-Western province Mr Joel Njase confirmed the incident. He said that after the driver was identified by voters, the voters overturned the vehicle, which is blue in color, and continued that the man suspected of being in possession of the pre-marked ballot papers had since been picked and taken to Solwezi Central Police Station. Mr Njase however did not confirm whether the vehicle damaged did have the suspected pre-marked ballot papers or not. Therefore, while the incident happened, the claim concerning the existence of pre-marked ballot papers is inconclusive.",Unproven,"Aug, 12 2021"
184,"On 10th August 2021, Zambian Watchdog Facebook page claimed that aspiring Kabwe Central Member of Parliament (for Patriotic Front) and former chief whip, Tutwa Ngulube, was beaten by Kabwe residents after attempting to temper with ballot papers at the Civic Centre in Kabwe.","The fact-checking process has determined the claim that Tutwa Ngulube was beaten by Kabwe residents for trying to temper with ballot papers at the Civic Centre in Kabwe as inconclusive. Although reports seem to indicate Mr. Ngulube was indeed victim of an assault, there is no evidence of him tempering with ballot papers, nor that he was present at the Civic Center at the time of the assault. The iVerify team was however able to conclude that the assault did not happen at Civic Center but rather in Kafulamase area which is three kilometers away from Kabwe civic Centre. The iVerify team contacted the Central Police Commissioner Mr. Katanga on 12th August 2021 and according to him, Kabwe Central Province Parliamentary Candidate Mr Ngulube, filed a report to the Police claiming that he was assaulted by suspected UPND cadres. “When he came to file in a report, his face and arm was bruised. They are suspected UPND cadres and the Police is still investigating.” said Mr Katanga. The Central Province Police Commissioner also stated that the Police have to date not received any report claiming that Tutwa Ngulube was found at the Civic Center with ballot papers, neither did they receive any report of ballots that had been tempered with at the Civic Center. Therefore, based on this information, the iVerify team neither conclude the claim by Zambian Watchdog as false or true and rates it as inconclusive.",Unproven,"Aug, 12 2021"
185,"On the 11th August, 2021, Barotseland Broadcasting Network published on its Facebook page a story claiming Sesheke District Commissioner, Mr. Sililo Namawa, had been detained after having been accused of being in possession of pre-marked ballot papers. The report alleges that Mr. Namawa was detained at Sesheke Police station after a tip off to the United Party for National Development from some senior officials that the District Commissioner was having ballot papers at the office. The story alleges that the opposition parties accused the DC of having ballot papers at his office but found phones which the Patriotic Front party had bought for their members.","The Fact Checking process has determined as false, the claims that the Sesheke District Commissioner, Mr. Sililo Namawa had been detained following accusations of being in possession of pre-marked ballot papers. In a phone interview with the iVerify Fact Checking team, Mr. Namawa refuted the allegations from Barotse Broadcasting Network that he had been arrested for being in possession of pre marked ballot papers. Mr. Namawa further referred the iVerify Fact-Checking team to confirm with the Police if any arrest relating to his arrest of being possession of pre marked ballot papers. A follow up call from iVerify Fact Checking team to the Special Assistant to the Police Inspector General, Mr. Siwale, had established that no arrest of Mr. Namawa had been recorded on accusation of being in possession of pre marked ballot papers. A separate call from iVerify to Crown TV has established that the alleged boxes were not ballot papers but boxes containing phones for the Patriotic Front.",False,"Aug, 12 2021"
186,"Zambia reports news website published an article stating that Mandevu constituency Independent candidate Mr Nicholas Chabala has withdrawn from the parliamentary election race. In a signed letter dated 21st July, 2021 to the Electoral Commission of Zambia, Mr Chabala said he decided to withdraw from the parliamentary elections scheduled for August 12, 2021. because he could no longer participate in an election where the playing field is so uneven that it favors a few candidates who are able to campaign freely and safely. He claimed that from the time he lodged his nomination on July 12, 2021, he had received threats targeting his life and his close associates. He stated that the unprecedented levels of electoral violence in the Constituency also contributed to his decision to withdraw from the race. He stated regret in the inconvenience the step would bring to the commission, supporters and the other stakeholders. However, according to him, he had no other option but to stand down.","The fact finding process has established as true the claim by Mr Chabala that he had withdrawn his candidature for Mandevu Constituency, and his reasons for withdrawing. The iVerify team called Mr Chabala on 28th July 2021, and he confirmed withdrawing from the parliamentary race, and that his reasons in the letter addressed to ECZ dated 21st July 2021 still stood valid. He said the major reason for his withdrawal were the threats he received. Mr Chabala mentioned that the playing field was uneven and it favored a few candidates who were able to campaign freely and safely whilst disadvantaging others, inclusive of him. In responding to allegations made by Zambia Reports concerning political violence, Mr Chabala confirmed that there was indeed violence in Mandevu but he however did not state any political party inciting it. A further analysis by iVerify showed that various stakeholders such as the Patriots for Economic Progress Party (PEP) condemned the destruction of property and assault on innocent citizens caused by unsuspecting party members in Mandevu constituency in Lusaka. Southern African Centre for the Constructive Resolution of Disputes (SACCORD) Executive Director Boniface Cheembe also added that democratic processes premised on violence would not help Zambians make an informed decision in terms of which party to vote for and condemned the violence in Mandevu. In addition to this, Inspector General of police Mr Kakoma Kanganja stated that the police have time and again advised political parties to ensure that they conduct themselves peacefully and within the confines of the law during their public activities as well as when other political parties undertake their activities. In referring to an earlier incident that had occurred in Mandevu on 10th June, Mr Kanganja stated that what transpired in Mandevu Compound in Lusaka where suspected Patriotic Front cadres allegedly blocked some portions of the road with a view to disrupt the authorised procession of the UPND was criminal and would not be condoned. Similarly, the conduct of some UPND cadres who were alleged to have damaged motor vehicles during their roadshow was criminal and prosecutable. He therefore directed Lusaka Province Police Command to ensure that all those involved in the confusion and criminal acts during the UPND roadshow in Mandevu were arrested and prosecuted. These acts of violence as well as condemnations made by various stake holders, including the police correspond to Chabala’s claims that serve as the main reason for stepping back from the parliamentary race.",True,"Aug, 11 2021"
187,"On the 4th August, 2021, Times of Zambia published a story that claimed that the Government of the Republic of Zambia stated that it is safe for breastfeeding mothers infected with COVID-19 to breastfeed their babies. The publication stated that the Government, through the Ministry of Health, is encouraging mothers who test positive to COVID-19 to continue breast feeding their babies as long as preventive measures such as masking up by the infected mother as well as hand hygiene are followed to minimise transmission to the baby. The article reported that Dr. Malama said this during the commemoration of this year’s World Breastfeeding Week that falls from the 1st to 7th August, under the theme “Protect breastfeeding, a shared responsibility.” Dr. Malama, in the report noted that this years theme was timely as latest statistics from the Zambia Demographic Health Survey of 2018 showed a drop in the rate of breastfeeding in the country from 73 per cent in 2014 to 70 per cent in 2018. Dr. Malama noted that the objectives of the World Breastfeeding Week were to inform, anchor, engage and galvanize effects around prtecting, promoting and supporting breastfeeding.","The Fact Checking process has determined as true the claims by the Ministry of Health Permanent Secretary, Dr. Kennedy Malama, that it is safe for breastfeeding mothers infected with COVID-19 to breast feed their babies. Aside the prescribed precautions established by the Ministry of Health, such as masking up as well as hand hygiene during breast feeding, the iVerify Fact checking team further investigated various credible health research institutions to reinenforce the claim through various reports investigated to establish as true, that infected mothers can safely breast feed their babies as Coronavirus has not been found in breast milk. According to a 2020 scientific Brief by the World Health Organization (WHO), titled ‘Breastfeeding and COVID-19,’ a total of 46 mother-infant dyads had breastmilk samples tested from COVID-19 positive mothers. Breastmilk samples from 43 mothers were negative for the COVID-19 virus, while samples from 3 mothers tested positive for viral particles by RT-PCR. Among the 3 infants whose mothers’ breastmilk tested positive for virual RNA particles, not live virus, one infant tested positive for COVID-19 but infant feeding practices were not reported, a scientific trend that shows that breastmilk from a COVID-19 positive mother is safe as no COVID-19 has been detected. Another reference report investigated from the United Nations Children’s Emergence Fund (UNICEF) show that so far, the COVID-19 virus has not been found in breast milk and all mothers are advised to continue breastfeeding, while practicing good hygiene during feeding, which include Wear a mask during feeding,Wash hands with soap before and after touching the baby, Wipe and disinfect surfaces regularly. Reference made to another report investigated from the Centers for Disease Control and Preevention (CDC) shows that current evidence suggests that breast milk is not likely to spread the virus to the baby and that it is safe for infected mothers to brreastfeed as long as preventive measures are put in place.",True,"Aug, 10 2021"
188,"On 6th August 2021, the Zambian Observer quoted United Party for National Development (UPND) Presidential Spokesperson, Anthony Bwalya, demanding that the Electoral Commission of Zambia (ECZ) must explain missing ballot papers at Civic Center in Lusaka. The report was based on a post on Mr Bwalya’s Facebook page, where he was quoted stating that it is unacceptable that a few days to Zambia’s election, there are already signs of electoral malpractice even before the first vote has been cast. Mr Bwalya added that it was disturbing to note that reports had already emerged of missing ballot papers, where some ballot boxes delivered to the Civic Center in Lusaka were empty, while others had a number of ballot papers visibly removed. He further claimed that the incident being portrayed in the video was an act of deliberate, premeditated sabotage against democracy.","The fact checking process has established as false the claim made by Mr Anthony Bwalya that some ballot papers were missing at the Civic Centre in Lusaka. The iVerify fact checking considered concerns by several members of the public regarding missing ballot papers in Lusaka which has the potential to lead to voter apathy. The iVerify team studied the video being referred to by Mr Bwalya and made the observation that the video indeed shows some ballot boxes ripped around the areas fastened with a strapping tape, however it does not clearly show any ballot papers or the content therein and therefore cannot conclude that any ballot papers were missing from the spoilt boxes based on the particular video. Further verification showed that the Electoral Commission of Zambia has scheduled dates of distribution of ballot boxes which could not have facilitated the availability of the ballot boxes at Lusaka’s Civic Centre on the 6th of August as they are scheduled to be at Lusaka’s Civic Centre on the 9th of August. In fact, in a statement shared on their official facebook page, the ECZ through the District Electoral Officer Mr. Alex Mwansa confirmed that ballot papers are yet to be distributed in Lusaka, adding that according to the Electoral Commission of Zambia timetable, the distribution of ballot papers in Lusaka will take place on the 9th August 2021. Mr. Mwansa invited all stake holders to witness the distribution process of the ballot papers; calling on members of the public to desist from spreading falsehoods but rather seek clarity when they encounter information they deem suspicious. Furthermore, iVerify came across a statement by The Lusaka City Council through their Public Relations Manager Mwaka Nakweti on the 6th of August, in which it is statedthat the Council would like to distance itself from a video that is circulating on social media purporting that ballot boxes have gone missing from the Civic Center. Instead, if we are to place the video that is circulating on social media of missing ballot papers at Lusaka’s Civic Centre, in accordance with the ECZ timetable, the ballot boxes would have been in Chipata (Petauke) on the 5th of August,2021 in conformity with the date that thevideo was first circulated. iVerify corroborated the video to another video from Petauke district in which Emanuel JJ Banda, aspiring Member of Parliament for Petauke Central confirms receiving ballot papers as a district for Petauke central and Kaombwe constituency. Other invited stakeholders as well as the district electoral office (DEO) are seen to be present as well. In the video it is stated that in the process of offloading the ballot boxes, the officials present noted that some boxes were damaged and it brought about misunderstandings. However, the DEO calmed the situation by calling for a verification which indeed confirmed thatall ballot boxes had all ballot booklets as indicated Combining the statements by ECZ and the Lusaka City Council as well as a thorough reading of the two videos that serve as evidence of what really transpired, the iVerify team has determined as false the claim by Mr. Bwalya.",False,"Aug, 10 2021"
189,"The Zambia Bulletin published an article on 27th July, 2021, alleging that President Edgar Lungu had blocked the UPND Alliance Presidential candidate, Hakainde Hichilema from campaigning. The article stated that Mr. Hichilema has consistently been stopped from campaigning on the ground by the Patriotic Front (PF) government machinery such as the Electoral Commission of Zambia (ECZ), the Zambia Police and Zambia Air Force (ZAF) on claims of flouting the electoral Code of Conduct.","The Fact Checking process by iVerify has determined as misleading the claim that President Edgar Lungu has blocked the UPND Alliance Presidential candidate, Hakainde Hichilema from campaigning. While there are indeed restrictions on campaign activities, those restrictions were put in place by the Zambia Police Services and the Electoral Commission of Zambia, which is an independent body. On the 27th of July, 2021, Inspector General of Police Kakoma Kanganja directed Police Officers across the country to strictly oversee the suspension of public rallies and processions, including those where face masks are being distributed. He said the political parties are using such activities to gather large crowds which were turning out to be processions or rallies thereby contradicting the Public Health guidelines and suspension of huge gatherings by the ECZ and the Ministry of Health. This was in line with announcement at the joint Ministry of Health and ECZ press briefing on 7th June, 2021 that all campaign rallies and all activities that may attract huge gatherings were suspended with immediate effect. While the directive counts for all political party candidates, it is important to note that in a live phone interview on Diamond TV’s Breakfast show that was broadcast on 28th July, 2021, Zambia Police spokesperson Esther Katongo said the Police regulation of activities does not apply to the Republican President and the Republican Vice President. According to Ms Katongo, the President and Vice President are exempted because they are not subject to the provisions of the Public Order Act and therefore, all politicians whether from the ruling party or the opposition should not emulate what the Head of State is doing, which is distribution of face masks. The statement is backed up by the Law of Zambia on Regulation of Assemblies, Public meetings and Processions, the Public Order Act Chapter 5 Subsection 6, which states that the provisions of subsections (4) and (5) shall not apply to any public meeting convened by or at the request of and intended to be addressed by the President, the Vice-President or any Minister or Junior Minister or the Speaker or Deputy Speaker of the National Assembly. In summary, the iVerify team considers the claim that Mr. Hichilema has consistently been stopped from campaigning by the President as misleading given that the current restrictions in place count for all political parties and leaders, with the exception of the President as per the Constitution. In addition, the restrictions have been implemented and enforced by independent government institutions.",Misleading,"Aug, 04 2021"
190,"Lawyer and politician Mr. Sakwiba Sikota SC (State Counsel), was quoted by the Smart Eagles Facebook page stating that the Electoral Commission of Zambia’s (ECZ) guidance relating to independent candidates’ affiliation to political parties was wrong. In response, the ECZ issued a statement reminding all independent candidates for the forthcoming General Election that independent candidates should not be affiliated to any political party. In line with the legal requirements, all independent candidates should have relinquished political party membership “at least two months immediately before the date of the election.” To this end, independent candidates were advised to desist from using campaign materials for political parties or in any way identify themselves with any political party. In case of a breach, the Commission promised to take appropriate action including disqualification of erring candidates. The article further states that according to Mr. Sikota, if ECZ is to bar any of the independents, who have relinquished party membership, for encouraging their supporters to show their liking of a political party’s presidential candidate, they may find themselves sued. He cited Articles 20 (Freedom of Expression) and article 21(Freedom of Assembly and Association) of the constitution of Zambia to prove that independent candidates have the right to participate and have an effect on the election. In what he refers to as the Livingstone 2006 effect, Mr. Sikota, an eminent lawyer in Zambia of nearly forty years standing at the bar and experienced in both civil and criminal litigation, claims that he was on the same campaign platforms as other political party leaders who would be clad in their own regalia whilst he was always in United Liberal Party (ULP) campaign material. He further alludes that in 2008 and 2011 he enjoyed his rights under Articles 20 and 21 of the Constitution and no one, including the Electoral Commission of Zambia, suggested in 2008 that he had been in breach and should lose his seat. He adds that the protections given under articles 20 and 21 cannot be diluted by other provisions of the Constitution or acts of parliament as they are entrenched rights « rights which are explicitly protected by the Constitution, they have a special status and are immune from change by political whims through legislation. In order to change them, a Constitutional Amendment is required »","The claim by Mr. Sakwiba Sikota that ECZ guidance to independent candidates is wrong, as reported on Smart Eagles, is inconclusive. An observation made by iVerify showed that the statement made by ECZ is a word for word quote of the Constitution of Zambia. The ECZ further goes on to interpret this guidance of independent candidates to necessary stakeholders. In reference to article 20 which states, “(1) except with his own consent, no person shall be hindered in the enjoyment of his freedom of expression, that is to say, freedom to hold opinions without interference, freedom to receive ideas and information without interference, freedom to impart and communicate ideas and information without interference, whether the communication be to the public generally or to any person or class of persons, and freedom from interference with his correspondence”, the statement by ECZ does not stop independent candidates from holding opinions or enjoying their freedom of expression. The statement by ECZ in turn advises independent candidates to desist from using campaign materials for political parties or in any way identify themselves with any political party as they are contesting based on independent candidacy. Furthermore, in relation to article 21 of the constitution of Zambia on freedom of assembly and association, which states that “except with his own consent, no person shall be hindered in the enjoyment of his freedom of assembly and association, that is to say, his right to assemble freely and associate with other persons and in particular to form or belong to any political party, trade union or other association for the protection of his interests”, the statement by ECZ again does not stop independent candidates from assembling or associating. Instead, the statement warns against “affiliation” which is as guided by the Zambian Constitution. Another observation made by the iVerify team relates to the fact that Mr. Sakwiba Sikota says to have been running under the United Liberial Party for the 2006 Livingstone Parliamentary Race, while in 2008 and 2011, he was on the same campaign platform as Rupiah Banda all around the country. Rupiah Banda would wear the Movement for Multipary Democracy (MMD) attire and Mr Sikota would adorn himself in the ULP campaign regalia. This observation implies that Mr. Sikota did not contest as an independent candidate but under the United Liberal Party, therefore not breaching any law as this article of independent candidates in the Zambian constitution as well as ECZ’s recent statement does not apply to him. The example he gave in the article can therefore be considered misleading to independent candidates. However, in a call made by iVerify to Mr. Sakwiba Sikota, he stated that he disagreed with the guidelines issued by ECZ, arguing that the ECZ statement is not supported by the Constitution. According to him, articles 20 and 21 of the Zambia Constitution are included in part 3, which make them supreme over other parts of the constitution as they are entrenched provisions. He continued that, even if there was an article amended in the constitution which then would touch upon the rights which are protected in part 3, those amended articles would not have an effect because part 3 can only be changed after a referendum and other requirements. Therefore, in the event that ECZ was to disqualify candidates, Mr. Sikota stated that candidates would be able to sue on the basis of articles 20 and 21. He emphasized that the Constitution cannot contradict itself; the Constitution incorporates a self-correcting mechanism as part 3 overrides seemingly contradictory positions, thus ensuring that there is no contradiction in the constitution. In conclusion, iVerify rates this justification as inconclusive as it is ultimately up to the courts of law to determine whether the statement issued by ECZ is is in line with the Constitution or contradictory and infringing on entrenched rights.",Unproven,"Jul, 28 2021"
191,"In a story published by News Diggers on the 19th of July 2021, the Financial Intelligence Centre (FIC) report is quoted stating that Zambia lost K3.1 billion in 2020, with corruption alone accounting for over K2.2 billion. Furthermore, they claim only 14 corruption cases were analyzed and disseminated to Law Enforcement Agencies valued at K2,228,000,000. In addition, News Diggers alludes that according to the FIC annual report of 2020, the most prominent offences observed include tax evasion and corruption.","The process of fact finding has established the depiction of corruption in Zambia by the FIC to be true. As presented on page 15 of the Financial Intelligence Centre (FIC) report, the number of reports received amount to 14, with a total value of K2,228,000,000 lost to corruption, followed by tax evasion amounting to K717 million. Corruption is cited as accounting for the majority, according to News Diggers. In comparison with records of 2019, when the report recorded a value of K332 million with only 4 reports, this years’ report indicates an increased rate of corruption following an increase in reports of 350% and with corruption alone accounting for K2.2 billion of the money lost. The iVerify fact checkers also took into consideration the Corruption Perceptions Index (CPI) by Transparency International (TI), a global civil society organization leading the fight against corruption around the world. According to this index, a country or territory’s score indicates the corruption level as perceived by the public on a scale of 0 (highly corrupt) to 100 (very clean). In this report, Zambia had been ranked at 33 in 2020, while Zambia scored 34 in 2019 and 35 in 2018; alluding to an increased level of corruption. The index also ranks 180 countries and territories by their perceived levels of public sector corruption. Zambia has for the past three years seen its ranking position in this index worsen from 105 in 2018, 113 in 2019 and 117 in 2020. Conclusively, iVerify has corroborated through these reports that the FIC’s depiction of corruption in the country is true, while TI reports for the last three years show that the corruption perception in the country keeps deteriorating.",True,"Jul, 27 2021"
192,"On 18th July, 2021 Lusaka Times reported that six United Party for National Development (UPND) cadres had been arrested by the police in Solwezi district for conduct “likely to cause breach of the peace”. The report says the incident happened after Patriotic Front (PF) and UPND cadres clashed on the 17th pf July in Solwezi Central Business District. This was confirmed by the Northwestern province Commissioner of Police Mr. Joel Njase on 18th July. Mr. Njase alleged that the fights started as a result of UPND cadres being found in the wrong ward thereby, disturbing the peace. He added “according to the ECZ campaign schedule, PF is supposed to be in Tumvwanganai and Kyawama wards whilst UPND is supposed to be in Kyafukuma and Kivuku wards”.","The fact checking process has determined as true the claim that United Party for National Development (UPND) supporters were arrested in Solwezi following their clashes with PF supporters. In a phone interview with the iVerify team, North Western Province Commissioner of Police Mr. Joel Njase confirmed the arrest of the UPND supporters. Mr. Njase said the UPND supporters had not adhered to schedules provided to all political parties by the Electoral Commission of Zambia. He added that UPND’s failure to follow the campaign schedule led them to clash with PF members who they found in the ward that was meant for PF campaigns on that particular day. The ECZ explained to the fact checking team that “the Commission has worked out campaign schedules with all political parties at District level.” The Commission said the scheduled were done through their District Electoral Officers Offices in collaboration with all participating political parties in the various Districts. In addition to that, the iVerify team verified the video circulating on social media of the UPND cadres attacking PF members in a green PF branded Land Cruiser; confirming the geolocation and matching the descriptions of Solwezi residents to the cars and uniforms depicted. The fact checking team could not get the UPND representative’s side of the story on the incident.",True,"Jul, 22 2021"
193,"The Lusaka Times Website reported on 18th July, 2021 that Mr. Chishimba Kambwili had continued his tribally charged statements against political opponents. The report said that while featuring on a radio campaign on Breeze FM in Chipata on Saturday, 17th July 2021, Mr. Kambwili claimed that Mr. Hakainde Hichilima is a wrong person with a hidden agenda, who the people of Eastern province and Zambia as a whole should never entrust with power to govern. The Lusaka Times online publication further quotes Mr. Kambwili saying that, “…the opposition party is nothing but a party that has been created with the sole purpose of selling one individual who has ended up misleading the entire Southern Province that it is only right to vote for people who come from there.”","The Fact Checking process has determined as true the claim that Mr Kambwili has continued using disruptive language despite his recent censure by the ECZ. On 30/06/2021, The Electoral Commission of Zambia Chief Electoral Officer Mr. Kryticious Nshindano announced the indefinite suspension of Chishimba Kambwili, former Minister of Information and Broadcasting Services, from participating in any campaign activities in line with paragraph 11(i) (d) of the Electoral Code of Conduct. The ECZ Facebook page later announced the lifting of indefinite suspension of Chishimba Kambwili, on 8th July, 2021. This was as a result of Mr. Kambwili apologizing and showing remorse to the ECZ during the suspension. However, on 18th July 2021, during a radio campaign at Breeze FM radio station in Chipata, Chishimba Kambwili claimed that the United Party National Development (UPND) party “…a party that most of the things they talk about are not real and they just want to come into power and that political party is nothing”. During the radio campaign, he further went on to state that Hakainde Hichilima is the wrong person with a hidden agenda, who the people of Eastern province and Zambia as a whole should never entrust with power to govern. Mr Kambwili further said “that this gentleman (referring to UPND party President, Hakainde Hichilema) is a wrong leader who thinks of himself and only people from his tribe are important”. In addition, “Chishimba Kambwili has charged that Zambia risk going back to the 1970s when the country was fighting tribalism and regionalism if they vote for the United Party for National Development (UPND)” states Mwebantu. The ECZ has not yet issued a statement concerning Chishimba Kambwili’s latest remarks.",True,"Jul, 22 2021"
