Claim,Label,Evidence,Date,URL
"Nigeria’s presidential election was a close race, but claims on social media that the wrong candidate was declared president-elect are not supported by evidence.",False,"Reactions about the conduct and outcome of Nigeria's election have been mixed, days after the electoral body declared Bola Tinubu of the governing All Progressives Congress (APC) president-elect. The Independent National Electoral Commission or Inec is the electoral body responsible for conducting elections in Nigeria. But a post shared on Facebook claims that the election result displayed on the “IReV Portal” shows Peter Obi, the Labour Party candidate, as the winner of the 25 February presidential election, contradicting Inec's declaration. The Inec Result Viewing Portal (Irev) is a platform created by the electoral body for the transparent transmission of election results. The post reads: “BREAKING NEWS: Results Obtained from IReV Portal shows that Peter Obi is the winner of the 2023 presidential election.” It goes on to list the result it claimed to have obtained from Inec's website: ""LP: 19 states + FCT, PDP: 8 states, APC: 7 states, NNPP: 2 states."" Nigeria's presidential election was held on 25 February and governors' elections earlier scheduled for 11 March will now be held on 18 March. However, some of the aggrieved parties have turned to various courts in the country to challenge the outcome of the presidential election. The same claim about Obi appeared on Facebook here and here. But is it true? We checked.  Uploading of election results ongoing The chair of Inec, Mahmood Yakubu, declared Tinubu the winner of the February presidential election, having won 25% of the total votes cast across the country. However, not all results from the 17,6846 polling units had been uploaded on the Irev portal, at the time of writing. Only results from 164,505 polling stations had been uploaded. The portal does not show Obi as the winner of the election. The uploading of the results on the portal, which the claim said showed Obi as the winner, is still ongoing.",10/03/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/no-nigeria-2023-election-portal-does-not-show-labour-partys
A Nigerian teenage girl did make headlines for being selected for a prestigious international programme in November 2021. But the article circulating online in 2023 about Tomisin Ogunnubi’s achievements is misleading.,PFalse,"In late February 2023 a story went viral on social media, claiming that a 16-year-old Nigerian girl won US$1 billion with an app she designed, beating 49,000 other teenagers in a contest. “Meet Tomisin Ogunnubi, the 16-year-old Nigerian who beat 49,000 competitors to win $1 billion with her app,” reads the headline of an article published on 23 February 2023.  Several blogs republished the story with the same or similar headlines, including here, here, here, here, here and here.      The article was also linked to or reposted on Facebook here, here, here, here, here, here and here.   Headline misrepresents facts Contrary to the headline, the article says in the second paragraph that “as one of the 100 winners of the $1 billion cash prize, Tomisin received a scholarship to study abroad, mentorship, and career-shaping opportunities, as well as funding”.  The article refers to Rise, which describes itself as an initiative that “seeks to find brilliant young people ages 15-17 from around the world and support them for life as they work to serve others”.  Rise runs on a $1 billion commitment made in 2019 by former Google chief executive Eric Schmidt and his wife Wendy.  Each year winners attend a three-week-long resident summit and get full higher education scholarships, mentorship, access to a global network of winners and partners in the programme, and funding. Rise’s website says the funding ranges from seed money to start a social enterprise to a grant for a non-profit. “Funds will be designated for these purposes in a total pooled amount of at least $5 million per year of the program,” it says.  So no one is taking home $1 billion, as the viral story suggests.    ‘Many inaccuracies’ in story debunked by Ogunnubi’s dad About two weeks after the story began to circulate, Ogunnubi’s father Yinka posted a thread on Twitter to point out inaccuracies in how it had been reported. “I feel the need to address a broadcast message that has been floating around WhatsApp about my daughter Tomisin Ogunnubi. The story has a lot of inaccuracies that needs to be corrected. The story conflates many facts and presents a picture that is completely inaccurate,” he tweeted on 7 March 2023 Yinka Ogunnubi said that the claim “Tomisin Ogunnubi, a 16-year-old Nigerian tech kid beat 49,000 competitors to win $1 billion from RISE initiative with her app” was incorrect.   He said his daughter was not 16: “She would [will] be 20 in July [2023]. She won the RISE award in Oct 2021 at the age of 18. Tomisin did create a tracking app as part of a school project when she was 12 which got her national & international acclaim. But it was not because of the app that she with 100 other teenagers globally won the RISE Award.”  He also shared when Tomisin Ogunnubi’s mother tweeted about her win in November 2021 and an interview she did with the BBC after winning.  Her father also said she wasn’t the only Nigerian, but one of six Nigerians in the first cohort of 100 selected for the programme.",10/03/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/did-16-year-old-nigerian-girl-beat-49000-others-win-u1
Social media posts in Nigeria claim president-elect Bola Tinubu is the country’s 16th president. But this isn’t accurate – he will become the seventh democratically elected president once inaugurated.,False,"After Nigerians voted to pick a new president and federal legislators, a claim that president-elect Bola Tinubu was Nigeria’s 16th president surfaced online. Bola Tinubu was declared the winner of the 25 February 2023 presidential election on 1 March. He contested on the ticket of the ruling All Progressives Congress (APC). The Facebook post reads: “Congratulations to the Progressives Asiwaju Bola Ahmed Tinubu is the 16th president of the Federal Republic of Nigeria.” A video shows the percentage of votes the APC received in each Nigerian state. The video has been viewed more than 300,000 times since it was posted. The post was published days before Nigeria’s Independent National Electoral Commission (Inec) finished counting the votes and announced the winner of the presidential election. The same claim was posted on Facebook here, here and here, but without the video. Is Tinubu the 16th president of Nigeria? We checked.  Nigeria’s first and second republics According to the Nigerian government, 16 presidents and heads of state have governed the country since its independence in 1960. Nigeria’s first republic was between 1960 and 1966, during which prime minister Tafawa Balewa (1960-1963) and president Nnamdi Azikiwe (1963-1966) governed the country. The first republic ended with a military coup in 1966 and four military heads of state ruled from 1966 to 1979, when the second republic began. Shehu Shagari was the only president of the second republic, before the military regained power through another coup d’état in 1983. Nigeria was meant to return to democracy after the 1993 elections, but because of unrest an interim national government, headed by Ernest Shonekan and set up by Ibrahim Babangida, the military head of state at the time, was in place between August and November 1993. Military leader Sanni Abacha imprisoned Moshood Abiola, winner of the disputed 1993 elections, and ruled the country till his death in 1998. Nigeria finally returned to democracy in 1999 when Olusegun Obasanjo was democratically elected president. Kamilu Fage, a professor of political science at Bayero University Kano in northern Nigeria, told Africa Check that to call a military head of state a president is a matter of “semantics”.  “However, if by president we mean a democratically elected head of state, then the military head of state is not qualified to be called a president. This is because the military seized power by the barrel of a gun while a president was democratically elected.” Fage said Ernest Shonekan could not be regarded as a president because “like the military, chief Ernest Shonekan was never elected by Nigerians. He was imposed on Nigeria by the then outgoing IBB military regime”. Nigeria’s presidents since independence  Fage said from independence to 2023 Nigeria has had “six substantive presidents and a president-elect”. The six presidents were Nnamdi Azikiwe (1963-1966), Shehu Shagari (1979-1983), Olusegun Obasanjo (1999-2007), Umaru Musa Yar'adua (2007-2009), Goodluck Ebele Jonathan (2009-2015) and Muhammadu Buhari (2015-2023).  Buhari will be replaced by president-elect Bola Tinubu who is yet to be inaugurated at time of writing. After his inauguration, Tinubu will become Nigeria’s seventh president.",09/03/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/no-president-elect-bola-tinubu-isnt-nigerias-16th-president
Guaranty Trust Bank asked Nigerians to ignore social media posts that falsely quoted their group CEO saying the bank had given millions of naira in new notes to president-elect Bola Tinubu.,False,"Posts shared on Facebook and Twitter claim Segun Agbaje, a senior banking executive in Nigeria, said his bank had given N500 million in new naira notes to Bola Tinubu, Nigeria’s president-elect, on orders of Muhammadu Buhari, the incumbent president.  Agbaje is the group chief executive officer of Guaranty Trust Holding Company Plc, of which Guaranty Trust Bank is a subsidiary. The social media posts call him the “MD” of the bank.  The quote attributed to him is: “We gave Bola Tinubu 500 million new naira notes on Friday, 24th February on the order of the president.”  Nigerians have endured shortages of redesigned naira notes since late January 2023, right up until they went to the polls on 25 February.  Tinubu contested the 25 February presidential election on the ticket of the ruling All Progressives Congress (APC), and was declared winner of the election on 1 March. We found the same quote on Facebook here, here and here. But did Agbaje really admit to this very large donation? We checked.  ‘Completely False’ In July 2021, Agbaje was replaced as the group managing director of Guaranty Trust Bank by Miriam Olusanya, following the bank’s transition into a holding company. The bank denied giving this money to Tinubu and said that Agbaje wasn’t the bank’s current managing director, in a statement issued on 28 February. The statement was posted on the bank’s verified Twitter and Instagram accounts, with a screenshot of the misleading social media post stamped “FAKE NEWS”.  The statement reads, in part: “The Bank wishes to refute this claim in its entirety and state categorically that it is completely false and is designed to bring the image of the Bank and its officers to disrepute.”",07/03/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/no-banking-exec-didnt-say-his-bank-gave-nigerias-president
"A photo of Nigeria’s works minister, Babatunde Fashola, has been posted on social media with the claim he’s shown viewing the electoral commission’s server, before election results became available. But looking just a little closer proves this to be false.",Checked,"An image is being circulated on Facebook and Twitter with the claim that Babatunde Fashola, Nigeria's minister for works and housing, has had access to a server that hosts election results.  ""Someone please ask Fashola how he got access to this server that has the election result data. INEC and APC rigged the election even before it started. They should come out and defend this,"" one of the tweets reads.  The photo shows Fashola sitting in front of a computer screen, apparently viewing an election result dashboard.  Nigeria held its presidential election on Saturday 23 February 2023. On 1 March the Independent National Electoral Commission (Inec) declared Bola Tinubu, the candidate for the ruling All Progressives Congress, the winner of the presidential election.  A screenshot of the tweet has also been shared on Facebook, such as here and here.  Is it true that a government minister had access to election results before they became publicly available? We checked.  Fashola not viewing Inec server  A closer look at the laptop screen in the photo shows that the website is headed “Civichive” and looks quite different to the Inec election results website. A Google search reveals that Civic Hive is a non-governmental organisation that has a dashboard monitoring the results of Nigeria’s 2023 general election. The Civic Hive presidential election dashboard appears to be the one in the photo circulating on social media. There is nothing suspicious about Fashola having visited or viewed this site.",01/03/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/no-circulating-image-does-not-show-nigerian-minister-front
"Osun state in southwest Nigeria has 30 local government areas, not 20. So the claim that PDP presidential candidate Atiku Abubakar “won all 20 LGAs” to defeat his rival Bola Tinubu of the APC is misleading. Abubakar won 20, but Tinubu garnered 10.",Misleading,"A Facebook post claims that Atiku Abubakar, the Peoples Democratic Party (PDP) candidate for Nigeria’s presidency, has defeated the ruling All Progressives Congress (APC) candidate Bola Tinubu to win all local government areas in Osun state. It includes a link to a media report with the headline: “BREAKING: Atiku Defeat Tinubu To Win All 20 LGAs In Osun.” Osun is in Nigeria’s southwest geopolitical zone. The zone was considered Tinubu’s stronghold.  But did Tinubu suffer a heavy defeat, losing all local government areas in Osun state?   Osun state has 30 local government areas, not 20 The headline of the report is misleading and misrepresents its body text.   On 25 February 2023, the Independent National Electoral Commission (Inec) conducted the presidential and national assembly elections across the country, including Osun’s 30 local government areas.   The report correctly spells out the presidential election results Inec announced for Osun. Abubakar won in 20 local government areas with a total of 354,366 votes. Tinubu got 343,945 votes and “won in 10 local governments”. Labour Party presidential candidate Peter Obi came in third place in Osun, with a total of 23,283 votes. Rabiu Kwankwaso of the New Nigeria Peoples Party scored 713 votes. The headline implies Tinubu won no local government areas of Osun state. It is misleading.",28/02/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/no-opposition-presidential-candidate-abubakar-hasnt-defeated
"On 27 February 2023, it was announced that Peter Obi had won the votes of the people of Lagos in his bid for Nigeria’s presidency. A video doing the rounds online has nothing to do with Obi’s win.",False,"A video is circulating on social media with the claim that it shows the Lapido market in Lagos, Nigeria, in flames two days after the country’s presidential and parliamentary elections. Ladipo is a popular vehicle spare parts market in the Lagos suburb of Mushin. It is known for many of its traders being from the Igbo community. Nigerians went to the polls on 25 February 2023. Peter Obi, the Labour Party candidate and a frontrunner in the presidential race, was declared the winner of the Lagos vote on 27 February. Obi is Igbo. The video – and the claim – started circulating online on 27 February. But does the video really show a market in Lagos, known for its Igbo traders, on fire the day an Igbo candidate was declared the city’s favourite for Nigeria’s presidency?  Old video in circulation Checks show that the video is of a March 2022 fire at the market. Nosa Okunbor, a spokesperson for the Lagos State Emergency Management Agency, said he had not received a report of a fire incident at the market on 27 February 2023. The claim that the video shows a fire at Lapido just after the 2023 elections is false.",28/02/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/no-video-doesnt-show-fire-lapido-market-two-days-after
"If you vote for Nigeria’s ruling party candidate, N10,000 awaits you, say posts on Facebook disguised as warnings against vote-buying. Don't click on them.",False,"As votes are counted in Nigeria shortly after the 25 February 2023 election, posts on social media claim that some candidates offered to buy votes in the “do or die” affair that is politics. Nigeria voted for a president and federal lawmakers. One user claims they were offered N10,000 “to vote for Bola Tinubu” via the messaging service WhatsApp. Bola Tinubu is the candidate for the governing All Progressives Congress party. The message has also been published on Facebook, such as here and here.   Posts are engagement bait The post reads: “Vote-buying has gone to another level.”  But it then shares a link asking Facebook users to “apply now”. The link leads to a webpage with the headline “10,000 naira campaign funds for Nigeria, vote for Tinubu”. The site has an application form that asks for details such as telephone numbers, addresses and bank details. After filling out the form, the site instructs users to share the link with five groups or 15 contacts on WhatsApp.  This is engagement bait: social media posts that ask people to interact with them by liking, commenting or sharing. It increases the reach of the post but offers no reward. It could also be an attempt to steal valuable personal information. Africa Check has uncovered several of these scams. Read our guide on how to avoid these scams here. Allegations of vote-buying are also one of the possible misinformation tactics to watch out for during an election.",27/02/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/beware-clickbait-posts-offering-n10000-nigeria-presidential
"As Nigerians vote in presidential elections, a widely shared claim is that hundreds of thousands of Chadians were set to vote for the APC, before a former president helped turn them away. This is false.",False,"A message circulating on Facebook claims that former Nigerian president Olusegun Obasanjo intercepted and helped turn back dozens of trucks carrying a million Chadians with permanent voter cards. It says the Chadians intended to vote for the governing All Progressives Congress (APC) party. Nigerians were on Saturday 25 February 2023 voting for a new president and federal lawmakers.  The APC has been in office since 2015, and is hoping to retain power with president Muhammadu Buhari set to step down after the elections. Part of the message reads:   Obasanjo received a call from a junior immigration officer ( name withheld ) that unknown 100 trucks carrying over 1million Chadians got access to the Nigeria border and were heading to Kaduna. Obasanjo responded immediately around 2pm in the afternoon , Obasanjo called immigration boss but no response from him , Obasanjo asked his personal security officials to blocked all the roads leading to Kaduna and finally , the trucks were captured.  The claim is attributed to “veteran activist, Charly Boy”.  It appears on the Instagram handle of Charles Oputa, a Nigerian entertainer with 194,000 followers. Oputa goes by the stage name of Charly Boy.    Actor Tessy Oragwa also posted it on her verified Facebook page, which has 1.5 million followers. But did any of this happen?  Ten thousand people in a single truck? Some of the claims in the message defy belief. It swings from “over 1.5 million Chadian citizens” and just “1.5 million” to “over 1 million” Chadian citizens and “nearly” 1 million Chadians. The number of trucks is constant – 100. Taken at face value, this would mean that 10,000 to 15,000 Chadians were crammed into a single truck. This is implausible.   The number of foreigners involved, the alleged involvement of a high-profile figure like Obasanjo, and what it would mean for the credibility of the election if true, means that such a story would have been widely reported in the media. We found no such coverage. A Google reverse image search of one of the photos accompanying the message reveals that it is from a 2021 incident between the police and Fulani herders in Kwara state in Nigeria’s north-central region.  Another photo used as evidence for the claim is from a 2021 arrest of armed men by Amotekun, a local security group in Oyo state, southwestern Nigeria. Kehinde Akinyemi, Obasanjo’s spokesperson, told Africa Check that his principal was not involved in such an incident. The use of such out-of-context photos is an expected disinformation tactic on election day. For more on what type of disinformation to expect, read our blog.",25/02/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/no-former-president-obasanjo-did-not-stop-million-chadians
"With just hours to go before Nigeria’s pivotal 2023 elections, a false claim that Boko Haram has invaded the offices of the elections authority can only cause harm.",False,"Photos of burned-out offices and armed men on a truck are circulating on Facebook with the claim that the terrorist group Boko Haram has taken over Independent National Electoral Commission (Inec) offices in the two northern Nigerian states of Kano and Kaduna.  “Top News: Boko Haram Has Taken Over The INEC Office In Kano And Kaduna,” the caption reads.  It adds:  The INEC Office In Kaduna and Kano are under siege as Boko Haram has locked down the whole building belonging to INEC insisting that the election will not hold until Tinubu is relaxed with a more healthy Fulani man who stands a chance of winning Peter Obi.  The claim appeared online less than 30 hours before the start of Nigeria’s 2023 presidential and national assembly elections. This was while Inec was busy distributing election materials across the country.  No evidence for claim Kano and Kaduna are two of the most populated and developed states in northern Nigeria.  With local and international journalists deployed across the country to cover the elections, a terror attack on Inec’s offices in those states a few days before the elections would not go unreported. Africa Check found no evidence of the “top news”, beyond the few Facebook posts. And the posts provide no details. No credible media organisation has reported any attack on Inec offices in Kano and Kaduna.  Inec always reports attacks on its offices, and details casualties and items destroyed. The commission has no mention of any problem in Kano and Kaduna.  Photos old and unrelated Reverse image searches reveal that the photos used to make the claim are old – and some weren’t even snapped in Nigeria. The photo that shows a burned office table is a stock image, uploaded on istockphoto.com on 22 May 2019 with the description “Burned interiors and furniture in industrial or office building. Fire consequences concept.”  The photo of an open door and three power generator sets comes from a May 2021 fire incident at Inec’s office in the southeastern state of Enugu.  The photo of armed men on a truck was taken by AFP in January 2020. It shows soldiers from the army of Chad.  Its caption reads: “Soldiers of the Chad Army sit on the back of a Land Cruiser at the Koundoul market, 25 km from N'Djamena, on January 3, 2020, upon their return after a months-long mission fighting Boko Haram in neighbouring Nigeria.”",25/02/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/old-unrelated-photos-used-false-claim-boko-haram-took-over
